date,group,gpu_ret,btc_krw_ret_l0,time_regime,btc_vol_regime
2026-01-04,high,0.0028868745849248,0.007358043232049,late,low_btc_vol
2026-01-04,low,0.00327381702715,0.007358043232049,late,low_btc_vol
2026-01-11,high,0.0081698811352432,0.0355168662132534,late,low_btc_vol
2026-01-11,low,0.0042697234249846,0.0355168662132534,late,low_btc_vol
2026-01-11,mid,0.0053276677404093,0.0355168662132534,late,low_btc_vol
2026-01-18,low,0.0117939835653557,0.0458962692496243,late,low_btc_vol
2026-01-18,high,0.0388727591079962,0.0458962692496243,late,low_btc_vol
2026-01-18,mid,0.0224926014914947,0.0458962692496243,late,low_btc_vol
2026-01-25,mid,0.0499667688360211,-0.0668182954928369,late,low_btc_vol
2026-01-25,low,0.0305575241989678,-0.0668182954928369,late,low_btc_vol
2026-01-25,high,0.0505677162532321,-0.0668182954928369,late,low_btc_vol
2026-02-01,low,0.0823005587286143,-0.0704483743410051,late,low_btc_vol
2026-02-01,mid,0.0710361726326668,-0.0704483743410051,late,low_btc_vol
2026-02-01,high,0.047135542357873,-0.0704483743410051,late,low_btc_vol
2026-02-08,low,0.0106203796128869,-0.1538003768060711,late,high_btc_vol
2026-02-08,high,0.0119833701891408,-0.1538003768060711,late,high_btc_vol
2026-02-08,mid,0.0128505224170458,-0.1538003768060711,late,high_btc_vol
2026-02-15,high,0.003418431978599,-0.049875634380438,late,high_btc_vol
2026-02-15,mid,0.0006485650144498,-0.049875634380438,late,high_btc_vol
2026-02-15,low,0.0052975144027148,-0.049875634380438,late,high_btc_vol
2026-02-22,mid,-0.0040975104896715,-0.0144671433327907,late,high_btc_vol
2026-02-22,high,-0.003393069804806,-0.0144671433327907,late,high_btc_vol
2026-02-22,low,-0.0041661906065944,-0.0144671433327907,late,high_btc_vol
2026-03-01,high,0.0004329870962442,-0.0272142344734547,late,high_btc_vol
2026-03-01,low,0.0099230912062309,-0.0272142344734547,late,high_btc_vol
2026-03-01,mid,0.0027873902835146,-0.0272142344734547,late,high_btc_vol
2026-03-08,mid,-0.0095140300659183,0.0668538830049527,late,high_btc_vol
2026-03-08,high,-0.0089799328280045,0.0668538830049527,late,high_btc_vol
2026-03-08,low,-0.0028479595881472,0.0668538830049527,late,high_btc_vol
2026-03-15,high,-0.009132771400727,0.0313233387449294,late,high_btc_vol
2026-03-15,low,-0.0047787903421788,0.0313233387449294,late,high_btc_vol
2026-03-15,mid,-0.0066515772360374,0.0313233387449294,late,high_btc_vol
2026-03-22,mid,-0.0067183891214477,0.0143440464751876,late,high_btc_vol
2026-03-22,high,-0.0024728916422866,0.0143440464751876,late,high_btc_vol
2026-03-22,low,2.28890744728398e-05,0.0143440464751876,late,high_btc_vol
2026-03-29,low,-0.0096474908127896,-0.0316186735962418,late,high_btc_vol
2026-03-29,high,-0.0006108971600333,-0.0316186735962418,late,high_btc_vol
2026-03-29,mid,-0.0127227990875927,-0.0316186735962418,late,high_btc_vol
