date,group,gpu_ret,btc_krw_ret_l0,gpu_ret_sq,btc_ret_abs,gpu_roll_std_12w,gpu_roll_std_24w
2025-12-07,low,-0.000824823513262,0.0064348011781767,6.803338280298687e-07,0.0064348011781767,0.006511919072368021,0.005186805136484708
2025-12-14,low,0.0003034346895279,0.0071725055032452,9.207261080889306e-08,0.0071725055032452,0.0065091931094905945,0.005186747170904441
2025-12-21,low,0.0025470075675169,-0.0397561868882512,6.487247548988355e-06,0.0397561868882512,0.006476466976864302,0.005121421781043656
2025-12-28,low,0.0008150488755921,-0.0090119081009447,6.643046696039465e-07,0.0090119081009447,0.006228338599139497,0.005119482741509383
2026-01-04,low,0.00327381702715,0.007358043232049,1.0717877927257265e-05,0.007358043232049,0.006167988866003259,0.004950780640448107
2026-01-11,low,0.0042697234249846,0.0355168662132534,1.8230538125862223e-05,0.0355168662132534,0.0060983545093911025,0.004999924181057444
2026-01-18,low,0.0117939835653557,0.0458962692496243,0.00013909804833988037,0.0458962692496243,0.006431321142400056,0.005444498728159833
2026-01-25,low,0.0305575241989678,-0.0668182954928369,0.0009337622851705026,0.0668182954928369,0.00930869939832046,0.007798166727255265
2026-02-01,low,0.0823005587286143,-0.0704483743410051,0.006773381967042092,0.0704483743410051,0.02372802853816935,0.017951437467459
2026-02-08,low,0.0106203796128869,-0.1538003768060711,0.0001127924631218237,0.1538003768060711,0.02367882674105541,0.01792646871697468
2026-02-15,low,0.0052975144027148,-0.049875634380438,2.806365884697074e-05,0.049875634380438,0.02357988730187492,0.017810419914538297
2026-02-22,low,-0.0041661906065944,-0.0144671433327907,1.7357144170475413e-05,0.0144671433327907,0.02382849465916616,0.01789128106843273
2026-03-01,low,0.0099230912062309,-0.0272142344734547,9.846773908717703e-05,0.0272142344734547,0.02349271754881897,0.017852671578196536
2026-03-08,low,-0.0028479595881472,0.0668538830049527,8.110873815719569e-06,0.0668538830049527,0.023666085634693457,0.017916078807977524
2026-03-15,low,-0.0047787903421788,0.0313233387449294,2.283683713450137e-05,0.0313233387449294,0.024047860021819856,0.018017111056826633
2026-03-22,low,2.28890744728398e-05,0.0143440464751876,5.239097302232067e-10,0.0143440464751876,0.024083179492638856,0.017929974524945668
2026-03-29,low,-0.0096474908127896,-0.0316186735962418,9.307407898285972e-05,0.0316186735962418,0.024796316131158545,0.018196386556884284
2024-05-05,mid,0.0010266267892772,-0.0513084427149692,1.0539625644616121e-06,0.0513084427149692,,
2024-05-12,mid,-0.0005481033221215,-0.0013754683318119,3.0041725172062484e-07,0.0013754683318119,,
2024-05-19,mid,-0.0007417548366314,0.0461135501063978,5.502002376660749e-07,0.0461135501063978,,
2024-05-26,mid,-0.0022983031216631,0.0686495804135489,5.28219723904635e-06,0.0686495804135489,,
2024-06-02,mid,-0.0022281899826885,-0.010917812308282,4.964830598953377e-06,0.010917812308282,,
2024-06-09,mid,-0.0009865092815316,0.0266188741577551,9.732005625479935e-07,0.0266188741577551,,
2024-06-16,mid,0.0003231259565481,-0.0362491072510273,1.0441038379512462e-07,0.0362491072510273,,
2024-06-23,mid,0.0008622687548133,-0.0330116898989452,7.435074055272789e-07,0.0330116898989452,0.0012726940409300462,
2024-06-30,mid,0.0010951021862943,-0.0555696556243319,1.1992487984265557e-06,0.0555696556243319,0.0013140670497067506,
2024-07-07,mid,-0.0024947692435671,-0.0410669813095161,6.223873578648361e-06,0.0410669813095161,0.001406620547658571,
2024-07-14,mid,-0.0001186578521166,-0.0142703479999255,1.4079685868924916e-08,0.0142703479999255,0.0013422752974771917,
2024-07-21,mid,-0.0001619457658655,0.1265158981861844,2.622643108176334e-08,0.1265158981861844,0.001284838864269199,
2024-07-28,mid,0.0024679366852344,0.0176335745640834,6.090711482325758e-06,0.0176335745640834,0.001493287702734422,
2024-08-04,mid,0.0022146927237978,-0.0687766374006173,4.90486386084292e-06,0.0687766374006173,0.0016711810797218533,
2024-08-11,mid,0.0003439738290393,-0.0836901213506138,1.1831799506395759e-07,0.0836901213506138,0.0016669303929694288,
2024-08-18,mid,0.0002763570386996,0.006822322947773,7.637321283881222e-08,0.006822322947773,0.001514417709975057,0.0014734955990179598
2024-08-25,mid,0.0007314084719916,0.0251732607552135,5.349583529010872e-07,0.0251732607552135,0.00132398503784219,0.001439576387372741
2024-09-01,mid,-0.0034030735738109,-0.0356453117592288,1.1580909748770089e-05,0.0356453117592288,0.0016851523719158305,0.001608914056605268
2024-09-08,mid,-0.0009702664757571,-0.0537272286200334,9.41417033978103e-07,0.0537272286200334,0.0017161071982250739,0.0015734804932788483
2024-09-15,mid,0.000130852241806,0.0399645800118513,1.712230918565589e-08,0.0399645800118513,0.0016983163967717165,0.001533788810880369
